Jammu & Kashmir,-131.0, 319.0
Himachal Pradesh, -83.0, 233.0
Punjab,-102.0, 224.0
Uttarakhand,-67.0, 213.0
Haryana,-111.0, 185.0
Delhi,-95.0, 172.0
Rajash,-7.0, 114.0
-130.0 118.0
97.0 83.0
-209.0 31.0
-85.0 25.0
103.0 26.0
173.0 1.0
7.0 -36.0
-211.0 -47.0
-146.0 -61.0
112.0 -49.0
-197.0 -176.0
-72.0 -132.0
-6.0 -153.0
-115.0 -250.0
-140.0 -303.0
-70.0 -296.0
